location,date,vaccine,total_vaccinations
Switzerland,2021-08-28,Pfizer/BioNTech,3245951
Switzerland,2021-08-29,Johnson&Johnson,13
Switzerland,2021-08-29,Moderna,6351636
Switzerland,2021-08-29,Pfizer/BioNTech,3246238
Switzerland,2021-08-30,Johnson&Johnson,13
Switzerland,2021-08-30,Moderna,6364962
Switzerland,2021-08-30,Pfizer/BioNTech,3255915
Switzerland,2021-08-31,Johnson&Johnson,13
Switzerland,2021-08-31,Moderna,6380980
Switzerland,2021-08-31,Pfizer/BioNTech,3264278
Switzerland,2021-09-01,Johnson&Johnson,13
Switzerland,2021-09-01,Moderna,6395136
Switzerland,2021-09-01,Pfizer/BioNTech,3278397
Switzerland,2021-09-02,Johnson&Johnson,13
Switzerland,2021-09-02,Moderna,6413841
Switzerland,2021-09-02,Pfizer/BioNTech,3287966
Switzerland,2021-09-03,Johnson&Johnson,13
Switzerland,2021-09-03,Moderna,6435827
Switzerland,2021-09-03,Pfizer/BioNTech,3298871
Switzerland,2021-09-04,Johnson&Johnson,13
Switzerland,2021-09-04,Moderna,6444768
Switzerland,2021-09-04,Pfizer/BioNTech,3306485
Switzerland,2021-09-05,Johnson&Johnson,14
Switzerland,2021-09-05,Moderna,6445933
Switzerland,2021-09-05,Pfizer/BioNTech,3307975
Switzerland,2021-09-06,Johnson&Johnson,14
Switzerland,2021-09-06,Moderna,6460866
Switzerland,2021-09-06,Pfizer/BioNTech,3316543
Switzerland,2021-09-07,Johnson&Johnson,14
Switzerland,2021-09-07,Moderna,6477916
Switzerland,2021-09-07,Pfizer/BioNTech,3325266
Switzerland,2021-09-08,Johnson&Johnson,14
Switzerland,2021-09-08,Moderna,6495534
Switzerland,2021-09-08,Pfizer/BioNTech,3340900
Switzerland,2021-09-09,Johnson&Johnson,14
Switzerland,2021-09-09,Moderna,6519380
Switzerland,2021-09-09,Pfizer/BioNTech,3351458
Switzerland,2021-09-10,Johnson&Johnson,14
Switzerland,2021-09-10,Moderna,6549121
Switzerland,2021-09-10,Pfizer/BioNTech,3365521
Switzerland,2021-09-11,Johnson&Johnson,14
Switzerland,2021-09-11,Moderna,6565968
Switzerland,2021-09-11,Pfizer/BioNTech,3375751
Switzerland,2021-09-12,Johnson&Johnson,14
Switzerland,2021-09-12,Moderna,6567325
Switzerland,2021-09-12,Pfizer/BioNTech,3378771
Switzerland,2021-09-13,Johnson&Johnson,14
Switzerland,2021-09-13,Moderna,6587354
Switzerland,2021-09-13,Pfizer/BioNTech,3391294
Switzerland,2021-09-14,Johnson&Johnson,15
Switzerland,2021-09-14,Moderna,6610851
Switzerland,2021-09-14,Pfizer/BioNTech,3403438
Switzerland,2021-09-15,Johnson&Johnson,15
Switzerland,2021-09-15,Moderna,6634135
Switzerland,2021-09-15,Pfizer/BioNTech,3422020
Switzerland,2021-09-16,Johnson&Johnson,15
Switzerland,2021-09-16,Moderna,6658620
Switzerland,2021-09-16,Pfizer/BioNTech,3436117
Switzerland,2021-09-17,Johnson&Johnson,15
Switzerland,2021-09-17,Moderna,6686723
Switzerland,2021-09-17,Pfizer/BioNTech,3452454
Switzerland,2021-09-18,Johnson&Johnson,15
Switzerland,2021-09-18,Moderna,6699376
Switzerland,2021-09-18,Pfizer/BioNTech,3463388
Switzerland,2021-09-19,Johnson&Johnson,15
Switzerland,2021-09-19,Moderna,6700050
Switzerland,2021-09-19,Pfizer/BioNTech,3466237
Switzerland,2021-09-20,Johnson&Johnson,15
Switzerland,2021-09-20,Moderna,6717037
Switzerland,2021-09-20,Pfizer/BioNTech,3477749
Switzerland,2021-09-21,Johnson&Johnson,15
Switzerland,2021-09-21,Moderna,6737041
Switzerland,2021-09-21,Pfizer/BioNTech,3490101
Switzerland,2021-09-22,Johnson&Johnson,15
Switzerland,2021-09-22,Moderna,6755057
Switzerland,2021-09-22,Pfizer/BioNTech,3506800
Switzerland,2021-09-23,Johnson&Johnson,15
Switzerland,2021-09-23,Moderna,6776859
Switzerland,2021-09-23,Pfizer/BioNTech,3519907
Switzerland,2021-09-24,Johnson&Johnson,15
Switzerland,2021-09-24,Moderna,6801463
Switzerland,2021-09-24,Pfizer/BioNTech,3533051
Switzerland,2021-09-25,Johnson&Johnson,15
Switzerland,2021-09-25,Moderna,6814310
Switzerland,2021-09-25,Pfizer/BioNTech,3543143
Switzerland,2021-09-26,Johnson&Johnson,15
Switzerland,2021-09-26,Moderna,6815636
Switzerland,2021-09-26,Pfizer/BioNTech,3545048
Switzerland,2021-09-27,Johnson&Johnson,15
Switzerland,2021-09-27,Moderna,6831578
Switzerland,2021-09-27,Pfizer/BioNTech,3555754
Switzerland,2021-09-28,Johnson&Johnson,15
Switzerland,2021-09-28,Moderna,6847962
Switzerland,2021-09-28,Pfizer/BioNTech,3565244
Switzerland,2021-09-29,Johnson&Johnson,15
Switzerland,2021-09-29,Moderna,6863699
Switzerland,2021-09-29,Pfizer/BioNTech,3580234
Switzerland,2021-09-30,Johnson&Johnson,15
Switzerland,2021-09-30,Moderna,6882309
Switzerland,2021-09-30,Pfizer/BioNTech,3589669
Switzerland,2021-10-01,Johnson&Johnson,15
Switzerland,2021-10-01,Moderna,6902987
Switzerland,2021-10-01,Pfizer/BioNTech,3601848
Switzerland,2021-10-02,Johnson&Johnson,15
Switzerland,2021-10-02,Moderna,6911514
Switzerland,2021-10-02,Pfizer/BioNTech,3611000
Switzerland,2021-10-03,Johnson&Johnson,15
Switzerland,2021-10-03,Moderna,6912789
Switzerland,2021-10-03,Pfizer/BioNTech,3613136
Switzerland,2021-10-04,Johnson&Johnson,15
Switzerland,2021-10-04,Moderna,6927309
Switzerland,2021-10-04,Pfizer/BioNTech,3623704
Switzerland,2021-10-05,Johnson&Johnson,16
Switzerland,2021-10-05,Moderna,6942794
Switzerland,2021-10-05,Pfizer/BioNTech,3632887
Switzerland,2021-10-06,Johnson&Johnson,202
Switzerland,2021-10-06,Moderna,6958540
Switzerland,2021-10-06,Pfizer/BioNTech,3646708
Switzerland,2021-10-07,Johnson&Johnson,878
Switzerland,2021-10-07,Moderna,6976286
Switzerland,2021-10-07,Pfizer/BioNTech,3655644
Switzerland,2021-10-08,Johnson&Johnson,1969
Switzerland,2021-10-08,Moderna,6997524
Switzerland,2021-10-08,Pfizer/BioNTech,3667378
Switzerland,2021-10-09,Johnson&Johnson,2326
Switzerland,2021-10-09,Moderna,7008584
Switzerland,2021-10-09,Pfizer/BioNTech,3676419
Switzerland,2021-10-10,Johnson&Johnson,2385
Switzerland,2021-10-10,Moderna,7010105
Switzerland,2021-10-10,Pfizer/BioNTech,3678113
Switzerland,2021-10-11,Johnson&Johnson,3569
Switzerland,2021-10-11,Moderna,7025265
Switzerland,2021-10-11,Pfizer/BioNTech,3687298
Switzerland,2021-10-12,Johnson&Johnson,4834
Switzerland,2021-10-12,Moderna,7042049
Switzerland,2021-10-12,Pfizer/BioNTech,3695334
Switzerland,2021-10-13,Johnson&Johnson,6200
Switzerland,2021-10-13,Moderna,7060245
Switzerland,2021-10-13,Pfizer/BioNTech,3708848
Switzerland,2021-10-14,Johnson&Johnson,7608
Switzerland,2021-10-14,Moderna,7078726
Switzerland,2021-10-14,Pfizer/BioNTech,3718243
Switzerland,2021-10-15,Johnson&Johnson,8962
Switzerland,2021-10-15,Moderna,7100812
Switzerland,2021-10-15,Pfizer/BioNTech,3730839
Switzerland,2021-10-16,Johnson&Johnson,9741
Switzerland,2021-10-16,Moderna,7109775
Switzerland,2021-10-16,Pfizer/BioNTech,3739317
Switzerland,2021-10-17,Johnson&Johnson,9822
Switzerland,2021-10-17,Moderna,7110465
Switzerland,2021-10-17,Pfizer/BioNTech,3740399
Switzerland,2021-10-18,Johnson&Johnson,10872
Switzerland,2021-10-18,Moderna,7124369
Switzerland,2021-10-18,Pfizer/BioNTech,3749013
Switzerland,2021-10-19,Johnson&Johnson,12061
Switzerland,2021-10-19,Moderna,7139247
Switzerland,2021-10-19,Pfizer/BioNTech,3757227
Switzerland,2021-10-20,Johnson&Johnson,13535
Switzerland,2021-10-20,Moderna,7153076
Switzerland,2021-10-20,Pfizer/BioNTech,3769050
Switzerland,2021-10-21,Johnson&Johnson,14742
Switzerland,2021-10-21,Moderna,7167169
Switzerland,2021-10-21,Pfizer/BioNTech,3777385
Switzerland,2021-10-22,Johnson&Johnson,16041
Switzerland,2021-10-22,Moderna,7183275
Switzerland,2021-10-22,Pfizer/BioNTech,3786536
Switzerland,2021-10-23,Johnson&Johnson,16534
Switzerland,2021-10-23,Moderna,7191593
Switzerland,2021-10-23,Pfizer/BioNTech,3792689
Switzerland,2021-10-24,Johnson&Johnson,16558
Switzerland,2021-10-24,Moderna,7192369
Switzerland,2021-10-24,Pfizer/BioNTech,3793596
Switzerland,2021-10-25,Johnson&Johnson,17301
Switzerland,2021-10-25,Moderna,7202591
Switzerland,2021-10-25,Pfizer/BioNTech,3799578
Switzerland,2021-10-26,Johnson&Johnson,18152
Switzerland,2021-10-26,Moderna,7213090
Switzerland,2021-10-26,Pfizer/BioNTech,3805963
Switzerland,2021-10-27,Johnson&Johnson,19086
Switzerland,2021-10-27,Moderna,7223257
Switzerland,2021-10-27,Pfizer/BioNTech,3814987
Switzerland,2021-10-28,Johnson&Johnson,20012
Switzerland,2021-10-28,Moderna,7233191
Switzerland,2021-10-28,Pfizer/BioNTech,3820492
Switzerland,2021-10-29,Johnson&Johnson,20859
Switzerland,2021-10-29,Moderna,7245653
Switzerland,2021-10-29,Pfizer/BioNTech,3827674
Switzerland,2021-10-30,Johnson&Johnson,21139
Switzerland,2021-10-30,Moderna,7250071
Switzerland,2021-10-30,Pfizer/BioNTech,3831655
Switzerland,2021-10-31,Johnson&Johnson,21175
Switzerland,2021-10-31,Moderna,7250396
Switzerland,2021-10-31,Pfizer/BioNTech,3831943
Switzerland,2021-11-01,Johnson&Johnson,21798
Switzerland,2021-11-01,Moderna,7255081
Switzerland,2021-11-01,Pfizer/BioNTech,3835851
Switzerland,2021-11-02,Johnson&Johnson,22443
Switzerland,2021-11-02,Moderna,7263528
Switzerland,2021-11-02,Pfizer/BioNTech,3840306
Switzerland,2021-11-03,Johnson&Johnson,23170
Switzerland,2021-11-03,Moderna,7271538
Switzerland,2021-11-03,Pfizer/BioNTech,3847015
Switzerland,2021-11-04,Johnson&Johnson,23841
Switzerland,2021-11-04,Moderna,7279094
Switzerland,2021-11-04,Pfizer/BioNTech,3851375
Switzerland,2021-11-05,Johnson&Johnson,24662
Switzerland,2021-11-05,Moderna,7288701
Switzerland,2021-11-05,Pfizer/BioNTech,3857669
Switzerland,2021-11-06,Johnson&Johnson,24867
Switzerland,2021-11-06,Moderna,7293504
Switzerland,2021-11-06,Pfizer/BioNTech,3861431
Switzerland,2021-11-07,Johnson&Johnson,24882
Switzerland,2021-11-07,Moderna,7293735
Switzerland,2021-11-07,Pfizer/BioNTech,3861670
Switzerland,2021-11-08,Johnson&Johnson,25716
Switzerland,2021-11-08,Moderna,7302403
Switzerland,2021-11-08,Pfizer/BioNTech,3867424
Switzerland,2021-11-09,Johnson&Johnson,26603
Switzerland,2021-11-09,Moderna,7311887
Switzerland,2021-11-09,Pfizer/BioNTech,3875746
Switzerland,2021-11-10,Johnson&Johnson,27914
Switzerland,2021-11-10,Moderna,7322467
Switzerland,2021-11-10,Pfizer/BioNTech,3886647
Switzerland,2021-11-11,Johnson&Johnson,28952
Switzerland,2021-11-11,Moderna,7334324
Switzerland,2021-11-11,Pfizer/BioNTech,3896899
Switzerland,2021-11-12,Johnson&Johnson,30062
Switzerland,2021-11-12,Moderna,7349704
Switzerland,2021-11-12,Pfizer/BioNTech,3908755
Switzerland,2021-11-13,Johnson&Johnson,30766
Switzerland,2021-11-13,Moderna,7356828
Switzerland,2021-11-13,Pfizer/BioNTech,3916674
Switzerland,2021-11-14,Johnson&Johnson,30888
Switzerland,2021-11-14,Moderna,7357906
Switzerland,2021-11-14,Pfizer/BioNTech,3918026
Switzerland,2021-11-15,Johnson&Johnson,31383
Switzerland,2021-11-15,Moderna,7375865
Switzerland,2021-11-15,Pfizer/BioNTech,3934238
Switzerland,2021-11-16,Johnson&Johnson,31941
Switzerland,2021-11-16,Moderna,7394623
Switzerland,2021-11-16,Pfizer/BioNTech,3953996
Switzerland,2021-11-17,Johnson&Johnson,32591
Switzerland,2021-11-17,Moderna,7416948
Switzerland,2021-11-17,Pfizer/BioNTech,3977774
Switzerland,2021-11-18,Johnson&Johnson,33337
Switzerland,2021-11-18,Moderna,7443776
Switzerland,2021-11-18,Pfizer/BioNTech,3997572
Switzerland,2021-11-19,Johnson&Johnson,34081
Switzerland,2021-11-19,Moderna,7470199
Switzerland,2021-11-19,Pfizer/BioNTech,4018817
Switzerland,2021-11-20,Johnson&Johnson,34462
Switzerland,2021-11-20,Moderna,7481779
Switzerland,2021-11-20,Pfizer/BioNTech,4028333
Switzerland,2021-11-21,Johnson&Johnson,34511
Switzerland,2021-11-21,Moderna,7483023
Switzerland,2021-11-21,Pfizer/BioNTech,4030946
Switzerland,2021-11-22,Johnson&Johnson,35051
Switzerland,2021-11-22,Moderna,7505375
Switzerland,2021-11-22,Pfizer/BioNTech,4051763
Switzerland,2021-11-23,Johnson&Johnson,35575
Switzerland,2021-11-23,Moderna,7531384
Switzerland,2021-11-23,Pfizer/BioNTech,4076341
Switzerland,2021-11-24,Johnson&Johnson,36279
Switzerland,2021-11-24,Moderna,7559239
Switzerland,2021-11-24,Pfizer/BioNTech,4105198
Switzerland,2021-11-25,Johnson&Johnson,36880
Switzerland,2021-11-25,Moderna,7588454
Switzerland,2021-11-25,Pfizer/BioNTech,4130643
Switzerland,2021-11-26,Johnson&Johnson,37594
Switzerland,2021-11-26,Moderna,7617835
Switzerland,2021-11-26,Pfizer/BioNTech,4157189
Switzerland,2021-11-27,Johnson&Johnson,37991
Switzerland,2021-11-27,Moderna,7628502
Switzerland,2021-11-27,Pfizer/BioNTech,4169118
Switzerland,2021-11-28,Johnson&Johnson,38040
Switzerland,2021-11-28,Moderna,7630531
Switzerland,2021-11-28,Pfizer/BioNTech,4171758
Switzerland,2021-11-29,Johnson&Johnson,38618
Switzerland,2021-11-29,Moderna,7657039
Switzerland,2021-11-29,Pfizer/BioNTech,4198866
Switzerland,2021-11-30,Johnson&Johnson,39308
Switzerland,2021-11-30,Moderna,7687711
Switzerland,2021-11-30,Pfizer/BioNTech,4227605
Switzerland,2021-12-01,Johnson&Johnson,40012
Switzerland,2021-12-01,Moderna,7721911
Switzerland,2021-12-01,Pfizer/BioNTech,4263943
Switzerland,2021-12-02,Johnson&Johnson,40627
Switzerland,2021-12-02,Moderna,7760048
Switzerland,2021-12-02,Pfizer/BioNTech,4292163
Switzerland,2021-12-03,Johnson&Johnson,41374
Switzerland,2021-12-03,Moderna,7799130
Switzerland,2021-12-03,Pfizer/BioNTech,4323852
Switzerland,2021-12-04,Johnson&Johnson,42040
Switzerland,2021-12-04,Moderna,7816612
Switzerland,2021-12-04,Pfizer/BioNTech,4340791
Switzerland,2021-12-05,Johnson&Johnson,42163
Switzerland,2021-12-05,Moderna,7820053
Switzerland,2021-12-05,Pfizer/BioNTech,4346618
Switzerland,2021-12-06,Johnson&Johnson,42819
Switzerland,2021-12-06,Moderna,7851968
Switzerland,2021-12-06,Pfizer/BioNTech,4378575
Switzerland,2021-12-07,Johnson&Johnson,43460
Switzerland,2021-12-07,Moderna,7891592
Switzerland,2021-12-07,Pfizer/BioNTech,4418385
Switzerland,2021-12-08,Johnson&Johnson,44324
Switzerland,2021-12-08,Moderna,7929319
Switzerland,2021-12-08,Pfizer/BioNTech,4452700
Switzerland,2021-12-09,Johnson&Johnson,45086
Switzerland,2021-12-09,Moderna,7977232
Switzerland,2021-12-09,Pfizer/BioNTech,4489777
Switzerland,2021-12-10,Johnson&Johnson,45801
Switzerland,2021-12-10,Moderna,8024773
Switzerland,2021-12-10,Pfizer/BioNTech,4527795
Switzerland,2021-12-11,Johnson&Johnson,46308
Switzerland,2021-12-11,Moderna,8049194
Switzerland,2021-12-11,Pfizer/BioNTech,4550727
Switzerland,2021-12-12,Johnson&Johnson,46474
Switzerland,2021-12-12,Moderna,8057325
Switzerland,2021-12-12,Pfizer/BioNTech,4558247
Switzerland,2021-12-13,Johnson&Johnson,47144
Switzerland,2021-12-13,Moderna,8097702
Switzerland,2021-12-13,Pfizer/BioNTech,4592882
Switzerland,2021-12-14,Johnson&Johnson,47648
Switzerland,2021-12-14,Moderna,8145032
Switzerland,2021-12-14,Pfizer/BioNTech,4630228
Switzerland,2021-12-15,Johnson&Johnson,48337
Switzerland,2021-12-15,Moderna,8192020
Switzerland,2021-12-15,Pfizer/BioNTech,4668849
Switzerland,2021-12-16,Johnson&Johnson,48959
Switzerland,2021-12-16,Moderna,8245160
Switzerland,2021-12-16,Pfizer/BioNTech,4704353
Switzerland,2021-12-17,Johnson&Johnson,49673
Switzerland,2021-12-17,Moderna,8297927
Switzerland,2021-12-17,Pfizer/BioNTech,4738244
Switzerland,2021-12-18,Johnson&Johnson,50130
Switzerland,2021-12-18,Moderna,8327641
Switzerland,2021-12-18,Pfizer/BioNTech,4760153
Switzerland,2021-12-19,Johnson&Johnson,50248
Switzerland,2021-12-19,Moderna,8341473
Switzerland,2021-12-19,Pfizer/BioNTech,4769772
Switzerland,2021-12-20,Johnson&Johnson,50768
Switzerland,2021-12-20,Moderna,8390911
Switzerland,2021-12-20,Pfizer/BioNTech,4803134
Switzerland,2021-12-21,Johnson&Johnson,51289
Switzerland,2021-12-21,Moderna,8447558
Switzerland,2021-12-21,Pfizer/BioNTech,4840137
Switzerland,2021-12-22,Johnson&Johnson,51886
Switzerland,2021-12-22,Moderna,8501146
Switzerland,2021-12-22,Pfizer/BioNTech,4878166
Switzerland,2021-12-23,Johnson&Johnson,52246
Switzerland,2021-12-23,Moderna,8546852
Switzerland,2021-12-23,Pfizer/BioNTech,4910816
Switzerland,2021-12-24,Johnson&Johnson,52376
Switzerland,2021-12-24,Moderna,8558075
Switzerland,2021-12-24,Pfizer/BioNTech,4918282
Switzerland,2021-12-25,Johnson&Johnson,52376
Switzerland,2021-12-25,Moderna,8558679
Switzerland,2021-12-25,Pfizer/BioNTech,4918503
Switzerland,2021-12-26,Johnson&Johnson,52377
Switzerland,2021-12-26,Moderna,8561588
Switzerland,2021-12-26,Pfizer/BioNTech,4918643
Switzerland,2021-12-27,Johnson&Johnson,52708
Switzerland,2021-12-27,Moderna,8604689
Switzerland,2021-12-27,Pfizer/BioNTech,4944401
Switzerland,2021-12-28,Johnson&Johnson,53032
Switzerland,2021-12-28,Moderna,8650755
Switzerland,2021-12-28,Pfizer/BioNTech,4972392
Switzerland,2021-12-29,Johnson&Johnson,53411
Switzerland,2021-12-29,Moderna,8695167
Switzerland,2021-12-29,Pfizer/BioNTech,5003851
Switzerland,2021-12-30,Johnson&Johnson,53693
Switzerland,2021-12-30,Moderna,8736088
Switzerland,2021-12-30,Pfizer/BioNTech,5028506
Switzerland,2021-12-31,Johnson&Johnson,53776
Switzerland,2021-12-31,Moderna,8748269
Switzerland,2021-12-31,Pfizer/BioNTech,5034844
Switzerland,2022-01-01,Johnson&Johnson,53776
Switzerland,2022-01-01,Moderna,8749176
Switzerland,2022-01-01,Pfizer/BioNTech,5035243
Switzerland,2022-01-02,Johnson&Johnson,53776
Switzerland,2022-01-02,Moderna,8753559
Switzerland,2022-01-02,Pfizer/BioNTech,5036592
Switzerland,2022-01-03,Johnson&Johnson,54086
Switzerland,2022-01-03,Moderna,8799726
Switzerland,2022-01-03,Pfizer/BioNTech,5063012
Switzerland,2022-01-04,Johnson&Johnson,54379
Switzerland,2022-01-04,Moderna,8852323
Switzerland,2022-01-04,Pfizer/BioNTech,5096267
Switzerland,2022-01-05,Johnson&Johnson,54732
Switzerland,2022-01-05,Moderna,8903927
Switzerland,2022-01-05,Pfizer/BioNTech,5130378
Switzerland,2022-01-06,Johnson&Johnson,55089
Switzerland,2022-01-06,Moderna,8959383
Switzerland,2022-01-06,Pfizer/BioNTech,5161321
Switzerland,2022-01-07,Johnson&Johnson,55433
Switzerland,2022-01-07,Moderna,9016836
Switzerland,2022-01-07,Pfizer/BioNTech,5192391
Switzerland,2022-01-08,Johnson&Johnson,55594
Switzerland,2022-01-08,Moderna,9046842
Switzerland,2022-01-08,Pfizer/BioNTech,5212621
Switzerland,2022-01-09,Johnson&Johnson,55625
Switzerland,2022-01-09,Moderna,9059251
Switzerland,2022-01-09,Pfizer/BioNTech,5223553
Switzerland,2022-01-10,Johnson&Johnson,55821
Switzerland,2022-01-10,Moderna,9103879
Switzerland,2022-01-10,Pfizer/BioNTech,5250412
Switzerland,2022-01-11,Johnson&Johnson,55975
Switzerland,2022-01-11,Moderna,9153227
Switzerland,2022-01-11,Pfizer/BioNTech,5280293
Switzerland,2022-01-12,Johnson&Johnson,56255
Switzerland,2022-01-12,Moderna,9197335
Switzerland,2022-01-12,Pfizer/BioNTech,5311301
Switzerland,2022-01-13,Johnson&Johnson,56449
Switzerland,2022-01-13,Moderna,9245592
Switzerland,2022-01-13,Pfizer/BioNTech,5339521
Switzerland,2022-01-14,Johnson&Johnson,56716
Switzerland,2022-01-14,Moderna,9295812
Switzerland,2022-01-14,Pfizer/BioNTech,5367823
Switzerland,2022-01-15,Johnson&Johnson,56873
Switzerland,2022-01-15,Moderna,9317487
Switzerland,2022-01-15,Pfizer/BioNTech,5388488
Switzerland,2022-01-16,Johnson&Johnson,56897
Switzerland,2022-01-16,Moderna,9323344
Switzerland,2022-01-16,Pfizer/BioNTech,5395546
Switzerland,2022-01-17,Johnson&Johnson,57048
Switzerland,2022-01-17,Moderna,9356564
Switzerland,2022-01-17,Pfizer/BioNTech,5417976
Switzerland,2022-01-18,Johnson&Johnson,57164
Switzerland,2022-01-18,Moderna,9392469
Switzerland,2022-01-18,Pfizer/BioNTech,5442198
Switzerland,2022-01-19,Johnson&Johnson,57305
Switzerland,2022-01-19,Moderna,9423334
Switzerland,2022-01-19,Pfizer/BioNTech,5466170
Switzerland,2022-01-20,Johnson&Johnson,57455
Switzerland,2022-01-20,Moderna,9455815
Switzerland,2022-01-20,Pfizer/BioNTech,5486387
Switzerland,2022-01-21,Johnson&Johnson,57659
Switzerland,2022-01-21,Moderna,9489002
Switzerland,2022-01-21,Pfizer/BioNTech,5507522
Switzerland,2022-01-22,Johnson&Johnson,57748
Switzerland,2022-01-22,Moderna,9504442
Switzerland,2022-01-22,Pfizer/BioNTech,5520819
Switzerland,2022-01-23,Johnson&Johnson,57752
Switzerland,2022-01-23,Moderna,9506453
Switzerland,2022-01-23,Pfizer/BioNTech,5524809
Switzerland,2022-01-24,Johnson&Johnson,57835
Switzerland,2022-01-24,Moderna,9527144
Switzerland,2022-01-24,Pfizer/BioNTech,5540178
Switzerland,2022-01-25,Johnson&Johnson,57913
Switzerland,2022-01-25,Moderna,9547679
Switzerland,2022-01-25,Pfizer/BioNTech,5555729
Switzerland,2022-01-26,Johnson&Johnson,57988
Switzerland,2022-01-26,Moderna,9564750
Switzerland,2022-01-26,Pfizer/BioNTech,5572290
Switzerland,2022-01-27,Johnson&Johnson,58097
Switzerland,2022-01-27,Moderna,9582089
Switzerland,2022-01-27,Pfizer/BioNTech,5585884
Switzerland,2022-01-28,Johnson&Johnson,58225
Switzerland,2022-01-28,Moderna,9602854
Switzerland,2022-01-28,Pfizer/BioNTech,5601631
Switzerland,2022-01-29,Johnson&Johnson,58290
Switzerland,2022-01-29,Moderna,9610499
Switzerland,2022-01-29,Pfizer/BioNTech,5611387
Switzerland,2022-01-30,Johnson&Johnson,58293
Switzerland,2022-01-30,Moderna,9611352
Switzerland,2022-01-30,Pfizer/BioNTech,5613001
Switzerland,2022-01-31,Johnson&Johnson,58378
Switzerland,2022-01-31,Moderna,9621789
Switzerland,2022-01-31,Pfizer/BioNTech,5624052
Switzerland,2022-02-01,Johnson&Johnson,58454
Switzerland,2022-02-01,Moderna,9631439
Switzerland,2022-02-01,Pfizer/BioNTech,5633253
Switzerland,2022-02-02,Johnson&Johnson,58549
Switzerland,2022-02-02,Moderna,9639790
Switzerland,2022-02-02,Pfizer/BioNTech,5644806
Switzerland,2022-02-03,Johnson&Johnson,58633
Switzerland,2022-02-03,Moderna,9648414
Switzerland,2022-02-03,Pfizer/BioNTech,5653331
Switzerland,2022-02-04,Johnson&Johnson,58742
Switzerland,2022-02-04,Moderna,9659871
Switzerland,2022-02-04,Pfizer/BioNTech,5663375
Switzerland,2022-02-05,Johnson&Johnson,58770
Switzerland,2022-02-05,Moderna,9664430
Switzerland,2022-02-05,Pfizer/BioNTech,5671174
Switzerland,2022-02-06,Johnson&Johnson,58773
Switzerland,2022-02-06,Moderna,9664767
Switzerland,2022-02-06,Pfizer/BioNTech,5672898
Switzerland,2022-02-07,Johnson&Johnson,58836
Switzerland,2022-02-07,Moderna,9670544
Switzerland,2022-02-07,Pfizer/BioNTech,5679728
Switzerland,2022-02-08,Johnson&Johnson,58896
Switzerland,2022-02-08,Moderna,9676823
Switzerland,2022-02-08,Pfizer/BioNTech,5685499
Switzerland,2022-02-09,Johnson&Johnson,58962
Switzerland,2022-02-09,Moderna,9682421
Switzerland,2022-02-09,Pfizer/BioNTech,5694443
